Date,Open,High,Low,Close,Adj Close,Volume
2020-01-02,126.500000,129.000000,126.000000,128.500000,114.449120,1108864
2020-01-03,130.500000,131.000000,126.000000,127.500000,113.558472,1683600
2020-01-06,126.500000,129.000000,124.500000,125.000000,111.331825,1112819
2020-01-07,126.000000,126.000000,120.000000,120.500000,107.323891,1773260
2020-01-08,118.500000,122.500000,118.000000,120.000000,106.878555,1100343
2020-01-09,122.000000,123.000000,121.000000,123.000000,109.550522,558694
2020-01-10,123.500000,128.500000,123.500000,125.500000,111.777161,2322928
2020-01-13,127.000000,128.000000,125.000000,128.000000,114.003792,1440165
2020-01-14,129.500000,129.500000,127.500000,128.000000,114.003792,1260400
2020-01-15,129.000000,132.500000,127.000000,131.500000,117.121086,3282648
2020-01-16,132.000000,134.500000,129.500000,132.000000,117.566406,3721754
2020-01-17,132.000000,132.500000,129.500000,129.500000,115.339775,1402004
2020-01-20,130.500000,131.000000,128.500000,129.000000,114.894455,1069760
2020-01-30,121.000000,123.000000,116.500000,116.500000,103.761269,2737832
2020-01-31,117.500000,118.500000,112.500000,114.500000,101.979958,1923182
2020-02-03,106.000000,111.000000,103.500000,110.500000,98.417343,2236634
2020-02-04,124.500000,125.000000,111.500000,111.500000,99.307991,1102511
2020-02-05,112.000000,112.000000,108.500000,108.500000,96.636032,1281126
2020-02-06,110.000000,116.500000,109.500000,115.500000,102.870605,1604502
2020-02-07,115.000000,116.500000,112.500000,112.500000,100.198654,1453704
2020-02-10,111.000000,114.000000,108.000000,114.000000,101.534637,855352
2020-02-11,115.500000,121.000000,115.000000,120.500000,107.323891,2247610
2020-02-12,119.000000,121.500000,119.000000,120.000000,106.878555,1224631
2020-02-13,120.500000,121.500000,118.000000,118.500000,105.542580,823270
2020-02-14,118.000000,120.000000,118.000000,119.000000,105.987900,548386
2020-02-17,117.500000,119.500000,116.500000,117.500000,104.651917,784430
2020-02-18,117.500000,120.000000,117.000000,117.500000,104.651917,564352
2020-02-19,119.500000,122.500000,118.500000,121.500000,108.214539,2607591
2020-02-20,121.000000,121.500000,117.500000,118.000000,105.097252,1729490
2020-02-21,117.500000,117.500000,115.000000,116.000000,103.315948,1217974
2020-02-24,114.000000,116.500000,114.000000,115.500000,102.870605,536505
2020-02-25,114.000000,115.500000,112.500000,115.000000,102.425285,778057
2020-02-26,114.000000,116.000000,114.000000,115.500000,102.870605,520543
2020-02-27,116.000000,116.000000,108.000000,108.500000,96.636032,1903459
2020-03-02,104.500000,109.000000,103.500000,107.500000,95.745369,1299313
2020-03-03,111.000000,114.000000,110.500000,113.000000,100.643974,893923
2020-03-04,112.000000,113.000000,107.500000,109.500000,97.526680,1273040
2020-03-05,111.500000,115.000000,111.500000,114.500000,101.979958,1459193
2020-03-06,112.500000,115.500000,112.000000,115.000000,102.425285,910041
2020-03-09,113.000000,114.000000,109.000000,109.500000,97.526680,1122105
2020-03-10,108.500000,116.500000,108.500000,116.000000,103.315948,2205845
2020-03-11,116.000000,117.500000,113.000000,114.000000,101.534637,1378040
2020-03-12,113.000000,113.000000,106.000000,107.000000,95.300049,2008827
2020-03-13,97.000000,101.500000,96.599998,101.000000,89.956123,2575883
2020-03-16,100.000000,103.000000,94.300003,95.000000,84.612190,1769800
2020-03-17,90.300003,98.500000,90.300003,94.400002,84.077797,1713247
2020-03-18,96.199997,97.000000,93.199997,93.900002,83.632477,1329207
2020-03-19,95.300003,95.300003,84.599998,86.000000,76.596298,2906655
2020-03-20,89.900002,94.199997,89.900002,93.699997,83.454338,1729232
2020-03-23,90.400002,95.199997,87.199997,94.599998,84.255928,1349310
2020-03-24,96.300003,100.500000,96.300003,98.500000,87.729485,1690048
2020-03-25,102.000000,103.500000,99.199997,100.000000,89.065468,2176400
2020-03-26,101.500000,102.000000,99.000000,101.500000,90.401443,1076500
2020-03-27,104.000000,104.500000,99.699997,100.000000,89.065468,1474434
2020-03-30,97.500000,102.000000,96.500000,101.500000,90.401443,900030
2020-03-31,103.000000,104.000000,101.000000,101.500000,90.401443,1357160
2020-04-01,102.000000,103.000000,101.000000,102.000000,90.846779,709135
2020-04-06,103.500000,109.500000,102.500000,107.500000,95.745369,2279401
2020-04-07,109.500000,117.000000,107.500000,113.000000,100.643974,3183198
2020-04-08,113.000000,116.000000,111.500000,115.000000,102.425285,1418850
2020-04-09,116.500000,117.000000,112.500000,115.000000,102.425285,1307193
2020-04-10,118.000000,118.500000,114.500000,116.000000,103.315948,2047223
2020-04-13,116.500000,119.000000,113.500000,116.500000,103.761269,1423662
2020-04-14,118.500000,123.000000,117.500000,122.000000,108.659866,3013714
2020-04-15,124.500000,125.500000,121.000000,123.000000,109.550522,2139151
2020-04-16,121.000000,124.500000,120.500000,123.000000,109.550522,967414
2020-04-17,125.000000,126.000000,121.500000,123.000000,109.550522,1360232
2020-04-20,123.500000,126.500000,122.000000,126.000000,112.222481,1443846
2020-04-21,125.000000,126.000000,121.500000,122.000000,108.659866,1553201
