Date,Open,High,Low,Close,Adj Close,Volume
2020-01-02,5055.000000,5090.000000,5015.000000,5030.000000,4770.673828,398147
2020-01-03,5105.000000,5155.000000,4875.000000,4880.000000,4628.406738,892399
2020-01-06,4780.000000,4865.000000,4680.000000,4695.000000,4452.944824,1276386
2020-01-07,4740.000000,4785.000000,4640.000000,4740.000000,4495.624512,846521
2020-01-08,4700.000000,4820.000000,4670.000000,4785.000000,4538.304688,510126
2020-01-09,4870.000000,4880.000000,4815.000000,4865.000000,4614.180176,472955
2020-01-10,4975.000000,5085.000000,4935.000000,5065.000000,4803.869141,1085357
2020-01-13,5150.000000,5165.000000,4990.000000,5050.000000,4789.642578,700625
2020-01-14,5110.000000,5210.000000,5095.000000,5180.000000,4912.939941,795226
2020-01-15,5130.000000,5145.000000,4980.000000,4985.000000,4727.993652,858682
2020-01-16,4965.000000,5040.000000,4895.000000,5015.000000,4756.446777,731534
2020-01-17,5055.000000,5075.000000,4970.000000,4985.000000,4727.993652,434186
2020-01-20,5000.000000,5015.000000,4965.000000,4975.000000,4718.508789,379325
2020-01-30,4825.000000,4935.000000,4665.000000,4710.000000,4467.171387,1222512
2020-01-31,4810.000000,4830.000000,4755.000000,4805.000000,4557.273438,537153
2020-02-03,4635.000000,4700.000000,4550.000000,4700.000000,4457.686523,692133
2020-02-04,4840.000000,4870.000000,4835.000000,4835.000000,4585.727051,1111412
2020-02-05,4900.000000,4910.000000,4785.000000,4830.000000,4580.984375,764926
2020-02-06,4800.000000,4855.000000,4725.000000,4845.000000,4595.210938,637861
2020-02-07,4780.000000,4800.000000,4715.000000,4755.000000,4509.851563,518735
2020-02-10,4630.000000,4750.000000,4575.000000,4750.000000,4505.108887,707517
2020-02-11,4720.000000,4755.000000,4690.000000,4690.000000,4448.202637,497406
2020-02-12,4700.000000,4840.000000,4700.000000,4840.000000,4590.469238,483132
2020-02-13,4855.000000,4920.000000,4810.000000,4820.000000,4571.500488,410633
2020-02-14,4820.000000,4875.000000,4810.000000,4820.000000,4571.500488,303335
2020-02-17,4800.000000,4845.000000,4750.000000,4845.000000,4595.210938,404355
2020-02-18,4750.000000,4760.000000,4630.000000,4630.000000,4391.295898,709696
2020-02-19,4675.000000,4760.000000,4635.000000,4725.000000,4481.397949,522860
2020-02-20,4780.000000,4795.000000,4685.000000,4690.000000,4448.202637,325278
2020-02-21,4700.000000,4765.000000,4670.000000,4740.000000,4495.624512,376714
2020-02-24,4640.000000,4685.000000,4595.000000,4610.000000,4372.327148,577713
2020-02-25,4580.000000,4650.000000,4570.000000,4630.000000,4391.295898,492128
2020-02-26,4575.000000,4650.000000,4540.000000,4580.000000,4343.873535,689395
2020-02-27,4600.000000,4625.000000,4430.000000,4430.000000,4201.606934,869817
2020-03-02,4400.000000,4465.000000,4365.000000,4380.000000,4154.185059,803494
2020-03-03,4555.000000,4625.000000,4550.000000,4580.000000,4343.873535,823643
2020-03-04,4605.000000,4615.000000,4510.000000,4530.000000,4296.451660,575862
