Date,Open,High,Low,Close,Adj Close,Volume
2020-01-02,23.750000,23.850000,23.750000,23.799999,20.736635,48210
2020-01-03,23.799999,23.850000,23.750000,23.799999,20.736635,49400
2020-01-06,23.750000,23.799999,23.650000,23.700001,20.649506,86420
2020-01-07,23.799999,23.799999,23.700001,23.799999,20.736635,31000
2020-01-08,23.700001,23.799999,23.650000,23.799999,20.736635,34002
2020-01-09,23.799999,23.799999,23.650000,23.700001,20.649506,35001
2020-01-10,23.650000,23.700001,23.600000,23.650000,20.605940,112038
2020-01-13,23.650000,23.750000,23.650000,23.700001,20.649506,34357
2020-01-14,23.750000,23.799999,23.700001,23.750000,20.693069,49001
2020-01-15,23.750000,23.799999,23.750000,23.799999,20.736635,21007
2020-01-16,23.750000,23.799999,23.700001,23.799999,20.736635,27200
2020-01-17,23.750000,23.799999,23.750000,23.750000,20.693069,23032
2020-01-20,23.750000,23.799999,23.700001,23.750000,20.693069,33713
2020-01-30,23.500000,23.600000,23.400000,23.400000,20.388119,145235
2020-01-31,23.400000,23.400000,23.299999,23.299999,20.300989,118201
2020-02-03,23.200001,23.200001,22.799999,23.049999,20.083168,127288
2020-02-04,23.700001,23.700001,23.400000,23.400000,20.388119,55355
2020-02-05,23.500000,23.549999,23.400000,23.549999,20.518812,79640
2020-02-06,23.549999,23.650000,23.500000,23.600000,20.562376,52100
2020-02-07,23.600000,23.600000,23.299999,23.350000,20.344555,68583
2020-02-10,23.350000,23.350000,23.049999,23.200001,20.213861,85313
2020-02-11,23.150000,23.250000,23.000000,23.150000,20.170298,64514
2020-02-12,23.250000,23.350000,23.250000,23.299999,20.300989,26001
2020-02-13,23.350000,23.400000,23.299999,23.299999,20.300989,50289
2020-02-14,23.299999,23.400000,23.299999,23.400000,20.388119,34422
2020-02-17,23.299999,23.400000,23.299999,23.299999,20.300989,78032
2020-02-18,23.350000,23.400000,23.350000,23.400000,20.388119,13001
2020-02-19,23.400000,23.450001,23.400000,23.450001,20.431684,18383
2020-02-20,23.450001,23.500000,23.400000,23.400000,20.388119,56798
2020-02-21,23.400000,23.500000,23.350000,23.350000,20.344555,30704
2020-02-24,23.350000,23.350000,23.049999,23.100000,20.126734,81193
2020-02-25,23.000000,23.200001,22.900000,23.200001,20.213861,77001
2020-02-26,23.049999,23.100000,23.049999,23.100000,20.126734,21000
2020-02-27,23.100000,23.100000,22.950001,22.950001,19.996040,48001
2020-03-02,22.450001,22.450001,20.950001,21.500000,18.732674,619104
2020-03-03,21.500000,21.500000,20.950001,21.049999,18.340593,269534
2020-03-04,21.000000,21.200001,20.850000,21.150000,18.427723,124213
2020-03-05,21.150000,21.549999,21.150000,21.350000,18.601982,102943
2020-03-06,21.400000,21.400000,21.299999,21.299999,18.558416,27298
2020-03-09,21.100000,21.150000,20.950001,21.000000,18.297029,105170
2020-03-10,20.900000,21.400000,20.799999,21.400000,18.645544,126893
2020-03-11,21.400000,21.700001,21.250000,21.250000,18.514853,88105
2020-03-12,21.200001,21.200001,20.200001,20.299999,17.687128,143007
2020-03-13,19.150000,19.500000,19.000000,19.250000,16.772278,283000
2020-03-16,19.250000,19.250000,18.950001,19.049999,16.598019,128210
2020-03-17,18.799999,18.850000,18.500000,18.500000,16.118813,179685
2020-03-18,18.549999,18.549999,18.400000,18.500000,16.118813,123412
2020-03-19,18.200001,18.200001,16.900000,16.950001,14.768318,243728
2020-03-20,17.000000,18.000000,17.000000,17.750000,15.465346,118228
2020-03-23,17.750000,17.750000,17.049999,17.200001,14.986139,71117
2020-03-24,18.000000,18.900000,18.000000,18.900000,16.467327,138000
2020-03-25,20.549999,20.750000,20.100000,20.750000,18.079208,185000
2020-03-26,20.750000,21.400000,20.549999,20.650000,17.992079,156015
2020-03-27,21.000000,21.150000,20.650000,20.650000,17.992079,104721
2020-03-30,20.400000,20.500000,20.100000,20.500000,17.861387,84419
2020-03-31,20.500000,20.850000,20.500000,20.750000,18.079208,61801
2020-04-01,20.950001,20.950001,20.549999,20.600000,17.948515,83605
2020-04-06,20.650000,21.000000,20.650000,20.799999,18.122772,85262
2020-04-07,20.900000,21.200001,20.799999,21.100000,18.384159,107001
2020-04-08,21.000000,21.350000,20.950001,21.299999,18.558416,95948
2020-04-09,21.400000,21.799999,21.400000,21.450001,18.689110,93501
2020-04-10,21.450001,21.650000,21.450001,21.600000,18.819801,45042
2020-04-13,21.600000,21.600000,20.900000,21.299999,18.558416,150253
2020-04-14,21.299999,21.450001,21.150000,21.350000,18.601982,67002
2020-04-15,21.400000,21.700001,21.400000,21.700001,18.906933,106001
2020-04-16,21.700001,22.150000,21.700001,21.950001,19.124754,106180
2020-04-17,22.000000,22.200001,21.750000,21.850000,19.037624,140940
2020-04-20,21.850000,21.850000,21.750000,21.750000,18.950497,38509
