Date,Open,High,Low,Close,Adj Close,Volume
2020-01-02,81.980637,82.327278,81.633995,82.067299,81.621422,523338
2020-01-03,82.067299,82.413940,80.420753,80.767395,80.328583,943277
2020-01-06,80.594070,80.680733,79.727470,80.074112,79.639069,762534
2020-01-07,80.420753,80.940712,79.987450,80.594070,80.156204,584115
2020-01-08,79.727470,80.160774,79.467491,79.727470,79.294312,682220
2020-01-09,80.507416,81.374016,80.334091,81.027374,80.587151,483752
2020-01-10,81.027374,81.287354,80.247429,80.507416,80.070015,468649
2020-01-13,80.594070,81.027374,80.420753,80.594070,80.156204,349883
2020-01-14,81.027374,81.200691,80.767395,81.200691,80.759529,578264
2020-01-15,81.893974,82.673920,81.633995,81.720657,81.276665,732740
2020-01-16,82.240616,82.240616,81.460678,81.547333,81.104286,435858
2020-01-17,81.287354,81.547333,80.594070,80.854057,80.414772,552029
2020-01-20,80.854057,81.027374,80.247429,80.247429,79.811440,537824
2020-01-30,72.274689,73.054626,72.274689,72.274689,71.882019,2224126
2020-01-31,71.321419,72.274689,70.108177,72.101364,71.709633,1382119
2020-02-03,68.461632,69.588219,67.421707,68.721611,68.348244,1312764
2020-02-04,76.001076,76.001076,68.894936,68.894936,68.520630,1517300
2020-02-05,69.154915,69.241577,67.855011,68.374969,68.003487,1488562
2020-02-06,68.548294,69.934860,68.461632,69.761536,69.382523,726781
2020-02-07,69.501556,69.501556,68.028328,68.374969,68.003487,925982
2020-02-10,66.728424,67.595032,66.121803,66.988403,66.624451,836321
2020-02-11,67.421707,68.721611,66.988403,67.768349,67.400162,624262
2020-02-12,67.768349,69.154915,67.768349,69.154915,68.779198,570721
2020-02-13,69.501556,69.588219,68.114990,68.114990,67.744919,1362320
2020-02-14,67.768349,68.114990,67.595032,67.681686,67.313972,964157
2020-02-17,68.721611,68.721611,67.161728,67.421707,67.055405,1403048
2020-02-18,67.855011,68.028328,67.075066,67.335045,66.969215,1529203
2020-02-19,67.855011,68.461632,67.508369,67.681686,67.313972,1647751
2020-02-20,68.288307,68.634956,67.335045,67.335045,66.969215,2040827
2020-02-21,67.508369,67.508369,67.161728,67.508369,67.141594,861919
2020-02-24,67.335045,67.335045,65.948486,66.295128,65.934944,1549628
2020-02-25,65.341858,66.641769,65.168541,66.121803,65.762566,655185
2020-02-26,66.035141,67.075066,65.861824,66.728424,66.365891,464378
2020-02-27,66.728424,66.988403,65.688499,65.861824,65.503998,873597
2020-03-02,64.995216,66.555107,64.128616,66.295128,65.934944,880703
2020-03-03,67.421707,67.768349,66.555107,66.641769,66.279701,490429
2020-03-04,66.641769,66.641769,65.861824,66.121803,65.762566,415551
2020-03-05,66.468445,66.901749,66.121803,66.121803,65.762566,538244
2020-03-06,65.861824,65.861824,65.081879,65.168541,64.814476,638977
2020-03-09,64.908562,64.995216,62.395412,62.568733,62.228794,1396683
2020-03-10,61.702129,62.395412,61.008846,62.395412,62.056416,663675
2020-03-11,58.495697,60.488884,58.495697,59.968922,59.643108,2159099
2020-03-12,59.362301,59.362301,55.289268,55.982552,55.678398,1634268
2020-03-13,50.609612,51.822857,50.436291,51.302895,51.024166,2367062
2020-03-16,51.302895,52.169498,50.782932,50.782932,50.507027,1014561
2020-03-17,48.616425,50.089649,48.356445,48.356445,48.093723,1289387
2020-03-18,48.616425,49.136387,43.936768,43.936768,43.698059,1332247
2020-03-19,43.936768,45.063354,41.336960,42.636864,42.405216,2043720
2020-03-20,44.630051,46.883221,44.630051,46.883221,46.628502,868704
2020-03-23,45.843296,51.389553,45.236671,47.403179,47.145638,2261627
2020-03-24,48.269783,50.436291,48.269783,50.176311,49.903702,1146665
2020-03-25,52.689457,53.296082,51.736195,52.342815,52.058437,1468096
2020-03-26,52.516136,52.602798,50.696274,50.782932,50.507027,1404126
2020-03-27,51.822857,52.776119,51.129574,51.129574,50.851788,1352129
2020-03-30,50.349628,50.782932,48.963066,50.436291,50.162270,728588
2020-03-31,51.389553,51.476215,50.436291,50.522949,50.248455,586511
2020-04-01,50.522949,51.129574,50.089649,50.869591,50.593216,344149
2020-04-06,50.869591,51.129574,50.089649,51.129574,50.851788,462779
2020-04-07,51.909515,53.469402,51.909515,53.036098,52.747952,1132936
2020-04-08,52.602798,54.855965,52.602798,54.595985,54.299366,765345
2020-04-09,55.202606,55.895889,53.989365,54.076023,53.782227,1114171
2020-04-10,54.076023,54.942627,53.902702,54.769306,54.471745,503170
2020-04-13,54.595985,54.595985,53.729382,54.162682,53.868416,416558
2020-04-14,54.422665,59.535622,54.249344,59.102322,58.781216,2848710
2020-04-15,59.795605,61.702129,59.795605,60.748867,60.418816,3285480
2020-04-16,60.142242,61.442146,59.448959,60.748867,60.418816,1119369
2020-04-17,61.528809,61.788788,59.275642,59.795605,59.470734,1192076
2020-04-20,59.795605,60.142242,59.015659,60.055584,59.729301,508336
2020-04-21,59.622280,59.622280,57.195793,57.195793,56.885048,1123872
2020-04-22,56.675831,58.409039,55.549248,58.409039,58.091702,522280
2020-04-23,58.495697,58.755680,57.715755,58.149055,57.833130,392289
2020-04-24,58.149055,58.235718,57.455776,57.629093,57.315994,202803
2020-04-27,57.975735,58.755680,57.802418,58.409039,58.091702,392099
2020-04-28,58.929001,59.362301,58.062397,59.275642,58.953598,476512
2020-04-29,59.362301,60.142242,59.102322,59.882263,59.556923,629723
2020-04-30,60.228905,61.268829,60.228905,60.835526,60.505005,1030693
