Date,Open,High,Low,Close,Adj Close,Volume
2020-01-02,7.360000,7.360000,7.200000,7.200000,7.200000,145059
2020-01-03,7.270000,7.270000,7.190000,7.190000,7.190000,18450
2020-01-06,7.180000,7.260000,7.180000,7.240000,7.240000,20301
2020-01-07,7.250000,7.290000,6.660000,7.090000,7.090000,91865
2020-01-08,6.880000,7.240000,6.880000,7.240000,7.240000,29049
2020-01-09,7.230000,7.320000,7.160000,7.320000,7.320000,15499
2020-01-10,7.390000,7.390000,7.200000,7.210000,7.210000,27593
2020-01-13,7.300000,7.300000,7.260000,7.260000,7.260000,6002
2020-01-14,7.180000,7.200000,7.180000,7.200000,7.200000,2004
2020-01-15,7.330000,7.330000,7.200000,7.200000,7.200000,6007
2020-01-16,7.290000,7.290000,7.180000,7.180000,7.180000,7006
2020-01-17,7.200000,7.200000,7.180000,7.180000,7.180000,19003
2020-01-20,7.160000,7.300000,7.160000,7.180000,7.180000,43064
2020-01-30,7.180000,7.180000,7.180000,7.180000,7.180000,0
2020-01-31,7.300000,7.300000,7.170000,7.260000,7.260000,27341
2020-02-03,7.260000,7.260000,7.260000,7.260000,7.260000,1003
2020-02-04,7.360000,7.360000,7.220000,7.220000,7.220000,3003
2020-02-05,7.230000,7.230000,7.210000,7.210000,7.210000,15005
2020-02-06,7.340000,7.340000,7.200000,7.200000,7.200000,32000
2020-02-07,7.140000,7.140000,7.090000,7.090000,7.090000,4001
2020-02-10,7.170000,7.170000,7.170000,7.170000,7.170000,1001
2020-02-11,7.110000,7.170000,7.100000,7.170000,7.170000,12558
2020-02-12,7.150000,7.150000,7.150000,7.150000,7.150000,3006
2020-02-13,7.140000,7.150000,7.140000,7.150000,7.150000,11006
2020-02-14,7.150000,7.150000,7.080000,7.150000,7.150000,30377
2020-02-17,7.150000,7.150000,7.050000,7.130000,7.130000,3206
2020-02-18,7.140000,7.140000,7.140000,7.140000,7.140000,1003
2020-02-19,7.150000,7.150000,7.130000,7.130000,7.130000,3003
2020-02-20,7.000000,7.200000,7.000000,7.200000,7.200000,5541
2020-02-21,7.100000,7.100000,7.050000,7.070000,7.070000,13005
2020-02-24,7.100000,7.100000,7.010000,7.100000,7.100000,14935
2020-02-25,7.010000,7.010000,6.950000,6.970000,6.970000,6165
2020-02-26,6.990000,7.000000,6.960000,6.980000,6.980000,15204
2020-02-27,7.090000,7.090000,7.080000,7.080000,7.080000,13000
2020-03-02,6.910000,7.070000,6.900000,7.070000,7.070000,13046
2020-03-03,7.160000,7.160000,6.800000,6.800000,6.800000,3251
2020-03-04,7.100000,7.100000,7.000000,7.020000,7.020000,16178
2020-03-05,7.050000,7.060000,7.050000,7.060000,7.060000,12658
2020-03-06,7.000000,7.000000,7.000000,7.000000,7.000000,1081
2020-03-09,7.050000,7.050000,7.000000,7.000000,7.000000,7003
2020-03-10,7.000000,7.000000,6.610000,7.000000,7.000000,13055
2020-03-11,7.000000,7.000000,6.800000,7.000000,7.000000,30054
2020-03-12,7.000000,7.000000,6.850000,6.850000,6.850000,3006
2020-03-13,6.300000,6.830000,6.300000,6.800000,6.800000,37000
2020-03-16,6.800000,7.000000,6.630000,7.000000,7.000000,6001
2020-03-17,6.990000,6.990000,6.300000,6.300000,6.300000,15101
2020-03-18,6.860000,6.920000,6.500000,6.920000,6.920000,37005
2020-03-19,7.000000,7.000000,6.230000,6.640000,6.640000,566308
2020-03-20,6.640000,6.980000,6.640000,6.980000,6.980000,9003
2020-03-23,6.980000,6.980000,6.980000,6.980000,6.980000,1001
2020-03-24,6.980000,6.980000,6.700000,6.710000,6.710000,11630
2020-03-25,6.800000,6.800000,6.780000,6.780000,6.780000,2005
2020-03-26,7.050000,7.050000,7.050000,7.050000,7.050000,1204
2020-03-27,7.050000,7.050000,6.700000,6.900000,6.900000,7375
2020-03-30,6.560000,7.040000,6.560000,7.040000,7.040000,22000
2020-03-31,7.000000,7.000000,7.000000,7.000000,7.000000,1000
2020-04-01,7.000000,7.200000,6.520000,6.600000,6.600000,31485
2020-04-06,6.510000,6.600000,6.510000,6.590000,6.590000,11011
2020-04-07,6.550000,6.550000,6.410000,6.500000,6.500000,39811
2020-04-08,6.560000,6.800000,6.470000,6.800000,6.800000,33573
2020-04-09,6.580000,6.920000,6.580000,6.920000,6.920000,4110
2020-04-10,6.680000,6.900000,6.650000,6.650000,6.650000,17000
2020-04-13,6.530000,6.770000,6.530000,6.660000,6.660000,21001
2020-04-14,6.880000,6.900000,6.880000,6.900000,6.900000,3885
2020-04-15,6.700000,6.990000,6.700000,6.990000,6.990000,26002
2020-04-16,6.940000,6.940000,6.940000,6.940000,6.940000,1002
2020-04-17,7.000000,7.000000,6.470000,6.760000,6.760000,100008
2020-04-20,6.510000,6.670000,6.390000,6.650000,6.650000,17002
2020-04-21,6.650000,6.650000,6.410000,6.620000,6.620000,24004
2020-04-22,6.680000,6.680000,6.620000,6.620000,6.620000,6313
2020-04-23,6.650000,6.650000,6.400000,6.630000,6.630000,40000
2020-04-24,6.500000,6.600000,6.470000,6.600000,6.600000,14036
2020-04-27,6.540000,6.760000,6.540000,6.760000,6.760000,6832
2020-04-28,6.550000,6.760000,6.550000,6.760000,6.760000,11928
2020-04-29,6.760000,6.790000,6.540000,6.790000,6.790000,46001
2020-04-30,6.760000,7.000000,6.560000,6.900000,6.900000,69001
2020-05-04,6.650000,6.800000,6.650000,6.790000,6.790000,32113
2020-05-05,6.660000,6.780000,6.660000,6.780000,6.780000,14002
2020-05-06,6.780000,6.780000,6.770000,6.770000,6.770000,10255
2020-05-07,6.710000,6.780000,6.710000,6.780000,6.780000,24200
2020-05-08,6.760000,6.760000,6.760000,6.760000,6.760000,3028
2020-05-11,6.690000,6.790000,6.600000,6.790000,6.790000,17302
2020-05-12,6.740000,6.740000,6.560000,6.560000,6.560000,28816
2020-05-13,6.570000,6.600000,6.570000,6.600000,6.600000,5101
2020-05-14,6.600000,6.600000,6.500000,6.500000,6.500000,55576
2020-05-15,6.580000,6.580000,6.520000,6.560000,6.560000,10551
2020-05-18,6.600000,6.690000,6.460000,6.460000,6.460000,43000
2020-05-19,6.610000,6.700000,6.530000,6.530000,6.530000,18473
2020-05-20,6.650000,6.650000,6.470000,6.470000,6.470000,21000
2020-05-21,6.450000,6.560000,6.450000,6.560000,6.560000,7157
2020-05-22,6.600000,6.600000,6.440000,6.550000,6.550000,32001
2020-05-25,6.550000,6.550000,6.550000,6.550000,6.550000,2002
2020-05-26,6.520000,6.640000,6.520000,6.610000,6.610000,14057
2020-05-27,6.500000,6.550000,6.500000,6.550000,6.550000,3330
2020-05-28,6.500000,6.590000,6.500000,6.590000,6.590000,9581
2020-05-29,6.590000,6.590000,6.510000,6.540000,6.540000,9000
2020-06-01,6.580000,6.580000,6.480000,6.530000,6.530000,60550
2020-06-02,6.530000,6.550000,6.500000,6.550000,6.550000,43708
2020-06-03,6.500000,6.540000,6.490000,6.520000,6.520000,373077
2020-06-04,6.520000,6.530000,6.490000,6.530000,6.530000,129150
2020-06-05,6.550000,6.550000,6.500000,6.520000,6.520000,87425
2020-06-08,6.520000,6.560000,6.500000,6.560000,6.560000,207003
2020-06-09,6.570000,6.570000,6.500000,6.550000,6.550000,135272
2020-06-10,6.510000,6.600000,6.500000,6.580000,6.580000,121004
2020-06-11,6.580000,6.580000,6.480000,6.500000,6.500000,70275
2020-06-12,6.390000,6.500000,6.390000,6.450000,6.450000,18005
2020-06-15,6.410000,6.500000,6.400000,6.500000,6.500000,21790
2020-06-16,6.480000,6.560000,6.480000,6.520000,6.520000,19234
2020-06-17,6.520000,6.560000,6.500000,6.500000,6.500000,16000
2020-06-18,6.500000,6.610000,6.500000,6.570000,6.570000,75387
2020-06-19,6.530000,6.530000,6.500000,6.500000,6.500000,28000
2020-06-22,6.530000,6.800000,6.490000,6.800000,6.800000,246596
2020-06-23,6.780000,6.780000,6.620000,6.670000,6.670000,138286
2020-06-24,6.720000,6.720000,6.550000,6.660000,6.660000,126019
2020-06-29,6.740000,6.740000,6.550000,6.550000,6.550000,46012
2020-06-30,6.550000,6.560000,6.510000,6.550000,6.550000,87276
2020-07-01,6.600000,6.600000,6.490000,6.490000,6.490000,108002
2020-07-02,6.490000,6.490000,6.400000,6.480000,6.480000,250512
2020-07-03,6.550000,6.550000,6.360000,6.360000,6.360000,213002
2020-07-06,6.420000,6.500000,6.410000,6.490000,6.490000,53533
2020-07-07,6.540000,6.540000,6.420000,6.510000,6.510000,41000
2020-07-08,6.510000,6.590000,6.510000,6.580000,6.580000,79121
2020-07-09,6.620000,6.620000,6.510000,6.580000,6.580000,63000
2020-07-10,6.420000,6.450000,6.420000,6.440000,6.440000,15558
2020-07-13,6.550000,6.550000,6.440000,6.440000,6.440000,43000
2020-07-14,6.490000,6.520000,6.460000,6.520000,6.520000,67672
2020-07-15,6.620000,6.620000,6.540000,6.540000,6.540000,61735
2020-07-16,6.550000,6.600000,6.520000,6.550000,6.550000,36915
2020-07-17,6.590000,6.590000,6.460000,6.560000,6.560000,45314
2020-07-20,6.600000,6.600000,6.480000,6.480000,6.480000,16055
2020-07-21,6.490000,6.600000,6.470000,6.480000,6.480000,159356
2020-07-22,6.570000,6.570000,6.490000,6.570000,6.570000,76001
2020-07-23,6.620000,6.640000,6.500000,6.500000,6.500000,56002
2020-07-24,6.500000,6.560000,6.360000,6.360000,6.360000,137002
2020-07-27,6.410000,6.420000,6.320000,6.350000,6.350000,80501
2020-07-28,6.380000,6.500000,6.350000,6.350000,6.350000,24001
2020-07-29,6.400000,6.470000,6.340000,6.340000,6.340000,50988
2020-07-30,6.360000,6.480000,6.360000,6.360000,6.360000,37000
2020-07-31,6.450000,6.450000,6.350000,6.400000,6.400000,50177
2020-08-03,6.400000,6.440000,6.270000,6.380000,6.380000,132177
2020-08-04,6.400000,6.400000,6.290000,6.390000,6.390000,58637
2020-08-05,6.410000,6.410000,6.300000,6.300000,6.300000,53005
2020-08-06,6.390000,6.390000,6.290000,6.310000,6.310000,49576
2020-08-07,6.300000,6.340000,6.280000,6.340000,6.340000,43326
2020-08-10,6.390000,6.390000,6.300000,6.350000,6.350000,41005
2020-08-11,6.360000,6.390000,6.290000,6.380000,6.380000,81110
2020-08-12,6.380000,6.380000,6.290000,6.350000,6.350000,106000
2020-08-13,6.370000,6.380000,6.290000,6.300000,6.300000,74001
2020-08-14,6.300000,6.590000,6.300000,6.420000,6.420000,58032
2020-08-17,6.440000,6.450000,6.300000,6.380000,6.380000,222788
2020-08-18,6.330000,6.350000,6.310000,6.350000,6.350000,113456
2020-08-19,6.410000,6.410000,6.320000,6.380000,6.380000,57000
2020-08-20,6.400000,6.400000,6.010000,6.270000,6.270000,118000
2020-08-21,6.350000,6.350000,6.220000,6.340000,6.340000,39551
2020-08-24,6.390000,6.450000,6.340000,6.370000,6.370000,68000
2020-08-25,6.310000,6.430000,6.310000,6.400000,6.400000,39695
2020-08-26,6.370000,6.400000,6.330000,6.400000,6.400000,54003
2020-08-27,6.450000,6.450000,6.380000,6.420000,6.420000,27002
2020-08-28,6.480000,6.480000,6.370000,6.430000,6.430000,22697
2020-08-31,6.490000,6.490000,6.380000,6.460000,6.460000,9003
2020-09-01,6.370000,6.470000,6.370000,6.460000,6.460000,30501
2020-09-02,6.460000,6.460000,6.380000,6.380000,6.380000,94560
2020-09-03,6.400000,6.410000,6.320000,6.380000,6.380000,30001
2020-09-04,6.380000,6.420000,6.350000,6.420000,6.420000,35279
2020-09-07,6.420000,6.470000,6.380000,6.420000,6.420000,60005
2020-09-08,6.430000,6.510000,6.430000,6.500000,6.500000,91002
2020-09-09,6.500000,6.530000,6.500000,6.510000,6.510000,68055
2020-09-10,6.540000,6.630000,6.520000,6.580000,6.580000,170021
2020-09-11,6.600000,6.690000,6.580000,6.630000,6.630000,154000
2020-09-14,6.660000,7.140000,6.660000,7.130000,7.130000,356388
2020-09-15,7.140000,7.310000,7.140000,7.250000,7.250000,256957
2020-09-16,6.900000,7.140000,6.750000,7.050000,7.050000,171200
2020-09-17,7.100000,7.110000,6.830000,6.850000,6.850000,133919
2020-09-18,6.960000,7.530000,6.960000,7.530000,7.530000,1032042
2020-09-21,7.830000,7.970000,7.550000,7.620000,7.620000,994297
2020-09-22,7.550000,7.550000,7.250000,7.300000,7.300000,269000
2020-09-23,7.400000,7.410000,7.160000,7.300000,7.300000,173059
2020-09-24,7.300000,7.300000,6.920000,6.930000,6.930000,289059
2020-09-25,6.900000,7.060000,6.830000,6.900000,6.900000,188001
2020-09-28,6.900000,7.020000,6.900000,6.900000,6.900000,75250
2020-09-29,7.100000,7.100000,6.900000,7.010000,7.010000,64749
2020-09-30,7.010000,7.010000,7.000000,7.000000,7.000000,3227
2020-10-05,7.010000,7.060000,6.910000,6.920000,6.920000,48314
2020-10-06,7.020000,7.160000,7.000000,7.110000,7.110000,31385
2020-10-07,7.220000,7.290000,7.110000,7.290000,7.290000,171330
2020-10-08,7.320000,7.320000,7.170000,7.190000,7.190000,54848
2020-10-12,7.050000,7.260000,7.050000,7.200000,7.200000,30112
2020-10-13,7.110000,7.230000,7.060000,7.090000,7.090000,260019
2020-10-14,7.140000,7.150000,7.120000,7.140000,7.140000,41001
2020-10-15,7.090000,7.180000,7.000000,7.150000,7.150000,354000
2020-10-16,7.110000,7.110000,6.980000,6.980000,6.980000,166000
2020-10-19,7.130000,7.130000,7.010000,7.040000,7.040000,284000
2020-10-20,7.040000,7.040000,6.980000,7.040000,7.040000,21102
2020-10-21,6.950000,7.050000,6.950000,7.050000,7.050000,203111
2020-10-22,7.050000,7.050000,6.830000,7.050000,7.050000,38516
2020-10-23,7.080000,7.150000,6.900000,6.950000,6.950000,8006
2020-10-26,6.970000,7.020000,6.900000,7.010000,7.010000,43115
2020-10-27,7.000000,7.030000,6.950000,7.030000,7.030000,28000
2020-10-28,6.980000,6.980000,6.810000,6.970000,6.970000,8000
2020-10-29,6.750000,6.880000,6.750000,6.830000,6.830000,62000
2020-10-30,6.830000,6.970000,6.800000,6.800000,6.800000,52000
2020-11-02,6.800000,7.050000,6.800000,6.940000,6.940000,24355
2020-11-03,7.000000,7.010000,6.960000,7.000000,7.000000,46000
2020-11-04,6.970000,7.010000,6.910000,7.010000,7.010000,34204
2020-11-05,7.010000,7.020000,6.920000,6.990000,6.990000,29001
2020-11-06,7.030000,7.050000,7.000000,7.000000,7.000000,14760
2020-11-09,7.000000,7.080000,7.000000,7.040000,7.040000,59413
2020-11-10,7.000000,7.050000,6.950000,7.050000,7.050000,102000
2020-11-11,7.050000,7.050000,6.990000,7.050000,7.050000,38818
2020-11-12,7.120000,7.120000,6.900000,7.090000,7.090000,39002
2020-11-13,7.090000,7.090000,6.900000,7.060000,7.060000,6241
2020-11-16,6.910000,7.100000,6.910000,7.090000,7.090000,52000
2020-11-17,6.970000,7.080000,6.960000,7.080000,7.080000,26832
2020-11-18,7.090000,7.090000,6.960000,7.030000,7.030000,45000
2020-11-19,7.030000,7.030000,6.930000,6.930000,6.930000,10000
2020-11-20,6.940000,6.980000,6.940000,6.950000,6.950000,18987
2020-11-23,7.000000,7.020000,6.890000,7.000000,7.000000,23999
2020-11-24,6.980000,7.000000,6.960000,6.990000,6.990000,26022
2020-11-25,6.950000,7.000000,6.950000,7.000000,7.000000,8001
2020-11-26,6.960000,7.010000,6.950000,7.010000,7.010000,59883
2020-11-27,7.020000,7.470000,7.020000,7.290000,7.290000,216278
2020-11-30,7.480000,7.880000,7.330000,7.730000,7.730000,366008
2020-12-01,7.730000,7.760000,7.460000,7.580000,7.580000,260100
2020-12-02,7.500000,7.500000,7.220000,7.400000,7.400000,91006
2020-12-03,7.310000,7.510000,7.300000,7.390000,7.390000,71174
2020-12-04,7.390000,7.390000,7.150000,7.200000,7.200000,310008
2020-12-07,7.280000,7.280000,7.180000,7.180000,7.180000,51003
2020-12-08,7.250000,7.250000,7.030000,7.050000,7.050000,121200
2020-12-09,6.960000,7.200000,6.960000,7.090000,7.090000,134019
2020-12-10,6.930000,7.080000,6.930000,7.080000,7.080000,55011
2020-12-11,7.080000,7.120000,7.020000,7.020000,7.020000,50726
2020-12-14,7.020000,7.100000,6.960000,7.100000,7.100000,48107
2020-12-15,7.100000,7.180000,7.000000,7.070000,7.070000,30500
2020-12-16,7.050000,7.100000,7.020000,7.100000,7.100000,39157
2020-12-17,7.040000,7.170000,7.040000,7.170000,7.170000,168025
2020-12-18,7.170000,7.170000,7.060000,7.070000,7.070000,59181
2020-12-21,7.010000,7.120000,6.960000,7.050000,7.050000,130004
2020-12-22,7.000000,7.090000,6.950000,6.960000,6.960000,89000
2020-12-23,6.960000,7.100000,6.940000,6.970000,6.970000,141680
2020-12-24,6.960000,7.000000,6.960000,6.990000,6.990000,97410
2020-12-25,6.990000,7.030000,6.980000,6.980000,6.980000,186750
2020-12-28,6.980000,7.200000,6.980000,7.170000,7.170000,137732
2020-12-29,7.280000,7.320000,7.120000,7.190000,7.190000,219000
2020-12-30,7.280000,7.280000,7.160000,7.200000,7.200000,181364
