Date,Open,High,Low,Close,Adj Close,Volume
2020-01-02,36.862255,36.862255,36.588524,36.588524,35.972111,61907
2020-01-03,36.588524,36.679768,36.497280,36.497280,35.882401,128521
2020-01-06,36.406040,36.679768,36.406040,36.588524,35.972111,100997
2020-01-07,36.588524,36.953499,36.497280,36.907879,36.286083,96778
2020-01-08,36.907879,36.953499,36.497280,36.907879,36.286083,130097
2020-01-09,36.907879,39.690796,36.907879,39.188957,38.528732,668861
2020-01-10,39.690796,40.329498,39.462688,40.101391,39.425793,826129
2020-01-13,36.497280,36.999119,36.132309,36.588524,35.972111,1526588
2020-01-14,36.999119,37.044743,36.497280,36.497280,35.882401,253956
2020-01-15,36.542904,37.318470,36.497280,37.044743,36.420639,207764
2020-01-16,37.135986,37.227226,36.771011,36.862255,36.241230,128283
2020-01-17,36.862255,36.862255,36.223553,36.269173,35.658134,171515
2020-01-20,36.223553,36.953499,36.223553,36.497280,35.882401,282090
2020-01-30,33.851231,33.851231,32.893177,32.893177,32.339020,938436
2020-01-31,32.847553,33.440636,32.391338,33.258148,32.697838,294178
2020-02-03,32.436958,32.847553,31.661392,32.847553,32.294163,413786
2020-02-04,35.584850,35.584850,33.577499,33.577499,33.011814,274003
2020-02-05,33.577499,33.577499,32.756310,32.893177,32.339020,255928
2020-02-06,33.121284,33.121284,32.756310,32.938797,32.383869,195646
2020-02-07,32.847553,32.847553,32.300095,32.300095,31.755928,372612
2020-02-10,32.300095,32.482582,31.935122,32.300095,31.755928,193685
2020-02-11,32.665070,33.212528,32.665070,32.984421,32.428722,213603
2020-02-12,33.121284,33.668743,33.121284,33.577499,33.011814,253048
2020-02-13,33.759987,34.763660,33.714363,33.805607,33.236076,296774
2020-02-14,33.759987,33.851231,33.440636,33.577499,33.011814,100595
2020-02-17,32.984421,33.303768,32.756310,32.984421,32.428722,315147
2020-02-18,32.847553,32.984421,32.710690,32.847553,32.294163,85527
2020-02-19,32.847553,33.395012,32.847553,33.212528,32.652988,104781
2020-02-20,33.212528,33.395012,33.030041,33.212528,32.652988,110105
2020-02-21,33.212528,33.212528,32.847553,32.893177,32.339020,130585
2020-02-24,32.665070,32.665070,32.436958,32.482582,31.935339,143108
2020-02-25,32.391338,32.391338,31.980743,32.117607,31.576513,422113
2020-02-26,31.935122,32.300095,31.843880,32.117607,31.576513,255084
2020-02-27,31.935122,32.208851,31.935122,31.935122,31.397104,234483
2020-03-02,31.935122,32.071987,31.478907,31.661392,31.127985,200185
2020-03-03,31.661392,31.935122,31.478907,31.615770,31.083132,193441
2020-03-04,31.615770,31.615770,30.840202,31.113934,30.589750,341884
2020-03-05,31.113934,31.387663,31.113934,31.296419,30.769161,78037
2020-03-06,31.205175,31.387663,30.885824,31.022690,30.500044,144499
2020-03-09,30.840202,30.840202,30.383987,30.383987,29.872101,260776
2020-03-10,30.110258,30.383987,29.608419,30.338366,29.827248,246353
2020-03-11,30.475231,30.794582,30.475231,30.475231,29.961807,102912
2020-03-12,30.201502,30.201502,29.380312,29.380312,28.885336,250002
2020-03-13,28.194151,28.194151,26.734259,27.190475,26.732391,293942
2020-03-16,27.190475,27.327339,25.958693,25.958693,25.521360,206496
2020-03-17,23.449505,23.814478,23.403881,23.449505,23.054445,409756
2020-03-18,23.403881,23.403881,21.122803,21.122803,20.766943,473379
2020-03-19,19.252316,20.073505,19.024208,19.434803,19.107380,620879
2020-03-20,19.434803,21.305288,19.434803,21.031559,20.677235,256289
2020-03-23,21.031559,22.080856,19.161074,21.852749,21.484591,231689
2020-03-24,22.810801,23.175774,22.263342,23.038910,22.650768,204083
2020-03-25,23.358259,25.319988,23.358259,25.274368,24.848564,427572
2020-03-26,25.730583,25.821827,24.088205,25.091881,24.669151,158123
2020-03-27,25.821827,25.821827,25.365610,25.456854,25.027977,182545
2020-03-30,25.091881,25.502476,24.498800,25.456854,25.027977,111366
2020-03-31,25.548098,25.776205,24.909395,24.909395,24.489742,157273
2020-04-01,24.909395,25.548098,24.909395,25.091881,24.669151,52642
2020-04-06,25.137503,25.137503,24.270693,24.955017,24.534594,78026
2020-04-07,25.548098,25.730583,25.365610,25.548098,25.117682,137004
2020-04-08,25.000637,26.095556,25.000637,25.730583,25.297094,246614
2020-04-09,26.004313,27.007990,26.004313,26.460529,26.014742,172840
2020-04-10,26.916746,26.916746,26.049934,26.825502,26.373568,128472
2020-04-13,26.643017,26.643017,25.776205,26.004313,25.566212,79118
2020-04-14,26.004313,26.916746,26.004313,26.414907,25.969889,104884
2020-04-15,26.506151,27.372963,26.004313,27.372963,26.911804,253625
2020-04-16,27.372963,27.464205,26.871124,27.144854,26.687538,153791
2020-04-17,27.372963,27.737934,27.053610,27.372963,26.911804,141574
2020-04-20,27.281717,27.281717,26.734259,26.779881,26.328714,147582
2020-04-21,26.734259,26.734259,25.639341,26.049934,25.611065,296269
2020-04-22,25.548098,26.278044,24.909395,26.049934,25.611065,100939
2020-04-23,26.141178,26.369286,25.639341,26.369286,25.925037,165569
2020-04-24,26.460529,26.506151,26.460529,26.506151,26.059597,27333
2020-04-27,26.506151,26.871124,26.506151,26.734259,26.283859,164731
2020-04-28,26.734259,27.555449,26.734259,27.418583,26.956656,178224
2020-04-29,27.692312,28.239773,27.646690,28.239773,27.764009,139221
2020-04-30,28.513502,29.380312,28.513502,29.243446,28.750776,280204
2020-05-04,28.924095,28.924095,27.874800,27.920422,27.450039,149654
2020-05-05,27.920422,27.966042,27.646690,27.737934,27.270628,153854
2020-05-06,27.737934,27.737934,27.281717,27.372963,26.911804,104448
2020-05-07,27.327339,27.601070,26.916746,27.555449,27.091215,298997
2020-05-08,27.829178,28.102907,27.737934,27.966042,27.494890,174868
2020-05-11,28.011663,29.197826,28.011663,29.152205,28.661070,328715
2020-05-12,29.973392,29.973392,28.467880,28.924095,28.436804,164875
2020-05-13,28.924095,29.289068,28.695988,29.106583,28.616217,93786
2020-05-14,28.513502,28.969719,28.513502,28.559122,28.077980,125302
2020-05-15,28.422258,28.650366,27.920422,28.102907,27.629450,103311
2020-05-18,28.285395,29.060961,28.102907,28.787231,28.302246,102604
2020-05-19,29.106583,29.517178,28.787231,29.060961,28.571365,317948
2020-05-20,29.106583,29.106583,28.695988,28.695988,28.212540,72005
2020-05-21,28.650366,29.289068,28.650366,29.060961,28.571365,129192
2020-05-22,29.060961,29.060961,28.513502,28.559122,28.077980,83951
2020-05-25,28.969719,31.387663,28.969719,31.387663,30.858868,770828
2020-05-26,32.847553,34.489933,32.619446,34.489933,33.908875,2862695
2020-05-27,35.584850,36.406040,33.166904,33.531879,32.966957,3391583
2020-05-28,34.216202,35.128635,32.801933,32.938797,32.383869,1285138
2020-05-29,33.303768,33.303768,31.387663,31.843880,31.307398,782212
2020-06-01,32.208851,32.893177,31.843880,32.391338,31.845634,678671
2020-06-02,32.710690,32.710690,31.889500,32.026363,31.486809,208370
2020-06-03,32.573826,33.030041,32.300095,32.710690,32.159603,508016
2020-06-04,33.166904,33.166904,32.345715,32.482582,31.935339,336726
2020-06-05,32.619446,32.756310,32.208851,32.756310,32.204456,246395
2020-06-08,33.303768,33.303768,32.391338,32.893177,32.339020,382488
2020-06-09,33.212528,33.212528,32.847553,32.893177,32.339020,210069
2020-06-10,32.893177,32.938797,32.436958,32.528202,31.980194,186510
2020-06-11,32.619446,32.619446,31.707014,31.798258,31.262545,309442
2020-06-12,29.152205,31.433285,29.060961,31.433285,30.903721,272442
2020-06-15,31.478907,31.570148,30.292744,31.250797,30.724308,216459
2020-06-16,31.296419,31.752636,31.250797,31.661392,31.127985,142988
2020-06-17,30.840202,31.478907,30.840202,31.296419,30.769161,94209
2020-06-18,31.296419,31.296419,30.703339,30.931446,30.410336,217459
